中国|100000|0|中国
北京|110100|100000|北京
东城|110101|110100|东城
西城|110102|110100|西城
崇文|110103|110100|崇文
宣武|110104|110100|宣武
朝阳|110105|110100|朝阳
丰台|110106|110100|丰台
石景山|110107|110100|石景山
海淀|110108|110100|海淀
门头沟|110109|110100|门头沟
房山|110111|110100|房山
通州|110112|110100|通州
顺义|110113|110100|顺义
昌平|110114|110100|昌平
大兴|110115|110100|大兴
怀柔|110116|110100|怀柔
平谷|110117|110100|平谷
密云|110228|110100|密云
延庆|110229|110100|延庆
其它|110230|110100|其它
天津|120100|100000|天津
和平|120101|120100|和平
河东|120102|120100|河东
河西|120103|120100|河西
南开|120104|120100|南开
河北|120105|120100|河北
红桥|120106|120100|红桥
塘沽|120107|120100|塘沽
汉沽|120108|120100|汉沽
大港|120109|120100|大港
东丽|120110|120100|东丽
西青|120111|120100|西青
津南|120112|120100|津南
北辰|120113|120100|北辰
武清|120114|120100|武清
宝坻|120115|120100|宝坻
滨海新区|120116|120100|滨海新区
宁河|120221|120100|宁河
静海|120223|120100|静海
蓟州|120225|120100|蓟州
其它|120226|120100|其它
河北|130000|100000|河北
石家庄|130100|130000|石家庄
长安|130102|130100|长安
桥东|130103|130100|桥东
桥西|130104|130100|桥西
新华|130105|130100|新华
井陉矿|130107|130100|井陉矿
裕华|130108|130100|裕华
井陉|130121|130100|井陉
正定|130123|130100|正定
栾城|130124|130100|栾城
行唐|130125|130100|行唐
灵寿|130126|130100|灵寿
高邑|130127|130100|高邑
深泽|130128|130100|深泽
赞皇|130129|130100|赞皇
无极|130130|130100|无极
平山|130131|130100|平山
元氏|130132|130100|元氏
赵县|130133|130100|赵县
辛集|130181|130100|辛集
藁城|130182|130100|藁城
晋州|130183|130100|晋州
新乐|130184|130100|新乐
鹿泉|130185|130100|鹿泉
其它|130186|130100|其它
唐山|130200|130000|唐山
路南|130202|130200|路南
路北|130203|130200|路北
古冶|130204|130200|古冶
开平|130205|130200|开平
丰南|130207|130200|丰南
丰润|130208|130200|丰润
滦县|130223|130200|滦县
滦南|130224|130200|滦南
乐亭|130225|130200|乐亭
迁西|130227|130200|迁西
玉田|130229|130200|玉田
曹妃甸|130230|130200|曹妃甸
遵化|130281|130200|遵化
迁安|130283|130200|迁安
其它|130284|130200|其它
秦皇岛|130300|130000|秦皇岛
海港|130302|130300|海港
山海关|130303|130300|山海关
北戴河|130304|130300|北戴河
青龙|130321|130300|青龙
昌黎|130322|130300|昌黎
抚宁|130323|130300|抚宁
卢龙|130324|130300|卢龙
其它|130398|130300|其它
经济技术开发区|130399|130300|经济技术开发区
邯郸|130400|130000|邯郸
邯山|130402|130400|邯山
丛台|130403|130400|丛台
复兴|130404|130400|复兴
峰峰矿|130406|130400|峰峰矿
邯郸|130421|130400|邯郸
临漳|130423|130400|临漳
成安|130424|130400|成安
大名|130425|130400|大名
涉县|130426|130400|涉县
磁县|130427|130400|磁县
肥乡|130428|130400|肥乡
永年|130429|130400|永年
邱县|130430|130400|邱县
鸡泽|130431|130400|鸡泽
广平|130432|130400|广平
馆陶|130433|130400|馆陶
魏县|130434|130400|魏县
曲周|130435|130400|曲周
武安|130481|130400|武安
其它|130482|130400|其它
雄安新区|99130001|130000|雄安新区
邢台|130500|130000|邢台
桥东|130502|130500|桥东
桥西|130503|130500|桥西
邢台|130521|130500|邢台
临城|130522|130500|临城
内丘|130523|130500|内丘
柏乡|130524|130500|柏乡
隆尧|130525|130500|隆尧
任县|130526|130500|任县
南和|130527|130500|南和
宁晋|130528|130500|宁晋
巨鹿|130529|130500|巨鹿
新河|130530|130500|新河
广宗|130531|130500|广宗
平乡|130532|130500|平乡
威县|130533|130500|威县
清河|130534|130500|清河
临西|130535|130500|临西
南宫|130581|130500|南宫
沙河|130582|130500|沙河
其它|130583|130500|其它
保定|130600|130000|保定
竞秀|130602|130600|竞秀
莲池|130603|130600|莲池
南市|130604|130600|南市
满城|130621|130600|满城
清苑|130622|130600|清苑
涞水|130623|130600|涞水
阜平|130624|130600|阜平
徐水|130625|130600|徐水
定兴|130626|130600|定兴
唐县|130627|130600|唐县
高阳|130628|130600|高阳
容城|130629|130600|容城
涞源|130630|130600|涞源
望都|130631|130600|望都
安新|130632|130600|安新
易县|130633|130600|易县
曲阳|130634|130600|曲阳
蠡县|130635|130600|蠡县
顺平|130636|130600|顺平
博野|130637|130600|博野
雄县|130638|130600|雄县
涿州|130681|130600|涿州
定州|130682|130600|定州
安国|130683|130600|安国
高碑店|130684|130600|高碑店
高开|130698|130600|高开
其它|130699|130600|其它
张家口|130700|130000|张家口
桥东|130702|130700|桥东
桥西|130703|130700|桥西
宣化|130705|130700|宣化
下花园|130706|130700|下花园
宣化|130721|130700|宣化
张北|130722|130700|张北
康保|130723|130700|康保
沽源|130724|130700|沽源
尚义|130725|130700|尚义
蔚县|130726|130700|蔚县
阳原|130727|130700|阳原
怀安|130728|130700|怀安
万全|130729|130700|万全
怀来|130730|130700|怀来
涿鹿|130731|130700|涿鹿
赤城|130732|130700|赤城
崇礼|130733|130700|崇礼
其它|130734|130700|其它
承德|130800|130000|承德
双桥|130802|130800|双桥
双滦|130803|130800|双滦
鹰手营子矿区|130804|130800|鹰手营子矿区
承德|130821|130800|承德
兴隆|130822|130800|兴隆
平泉|130823|130800|平泉
滦平|130824|130800|滦平
隆化|130825|130800|隆化
丰宁|130826|130800|丰宁
宽城|130827|130800|宽城
围场|130828|130800|围场
其它|130829|130800|其它
沧州|130900|130000|沧州
新华|130902|130900|新华
运河|130903|130900|运河
沧县|130921|130900|沧县
青县|130922|130900|青县
东光|130923|130900|东光
海兴|130924|130900|海兴
盐山|130925|130900|盐山
肃宁|130926|130900|肃宁
南皮|130927|130900|南皮
吴桥|130928|130900|吴桥
献县|130929|130900|献县
孟村|130930|130900|孟村
泊头|130981|130900|泊头
任丘|130982|130900|任丘
黄骅|130983|130900|黄骅
河间|130984|130900|河间
其它|130985|130900|其它
廊坊|131000|130000|廊坊
安次|131002|131000|安次
广阳|131003|131000|广阳
固安|131022|131000|固安
永清|131023|131000|永清
香河|131024|131000|香河
大城|131025|131000|大城
文安|131026|131000|文安
大厂|131028|131000|大厂
开发区|131051|131000|开发区
燕郊经济技术开发区|131052|131000|燕郊经济技术开发区
霸州|131081|131000|霸州
三河|131082|131000|三河
其它|131083|131000|其它
衡水|131100|130000|衡水
桃城|131102|131100|桃城
枣强|131121|131100|枣强
武邑|131122|131100|武邑
武强|131123|131100|武强
饶阳|131124|131100|饶阳
安平|131125|131100|安平
